処	[接尾辞]	～する場所
此処	[場所詞]	ここ
其処	[場所詞]	そこ
何処	[場所詞]	どこ
或処	[場所詞]	どこか
高処	[名詞]	高所
酒処	[名詞]	バー、酒場
労処	[名詞]	職場
草処	[名詞]	草地
草処	[名詞]	マワラ（地名）
木処	[名詞]	森
学処	[名詞]	学校
銭処	[名詞]	店
皇処	[名詞]	タムホエ、タンケ（セッカイク用語）
筆処	[名詞]	クワケ（アイル共和国クワケ郡の大都市）
助処	[名詞]	カイッペ（アイル共和国の都市名）
学処王	[名詞]	校長
皇処之将	[名詞]	他人のために自分を犠牲にする人、良い上司
撃裁処	[名詞]	カジノ、賭博場、遊戯場
茶銭処	[名詞]	茶店
書銭処	[名詞]	本屋
寝銭処	[名詞]	ホテル
開銭処	[名詞]	市場(いちば)、屋台
口銭処	[名詞]	飲食店、レストラン、食堂
大守処	[名詞]	ヌママ（アイル共和国タウポ郡の大都市）
上学処	[名詞]	大学
上学処人	[名詞]	大学生
無抗行処	[成句]	向かうところ敵なし
無抗行処	[名詞]	セッカイクの役のひとつ
五	[連体詞]	5つの
五	[名詞]	5
五	[略号]	(音楽)基準音の9半音上の音、(移動ドで)ラの音
五	学処在十五万片於我家	学校は我が家から15万ツォウ(8.3キロメートル)のところにある。
小	[状態動詞]	小さい
小	[連体詞]	小さい
小木	[名詞]	低木
小銭	[状態動詞]	安価だ、低額だ、安い
小静	[状態動詞]	ちまちましている
小島	[名詞]	小島（ヴェフィス共和国を構成する島の一つ）
大遠小周	[成句]	大きな目標とは手の届かないところにあり、小さな目標はすぐ近くにあるため、身の回りの人々やことがらを大切にすることが大事であるということ。
挽	[動詞]	粉にする、挽く、(墨を)磨る
挽時	[名詞]	1日の1000分の1
挽墨	[離合詞]	墨を磨る
挽墨	[連体詞]	真面目な
甘挽	[名詞]	砂糖、粉糖
短	[状態動詞]	短い
短	我短於汝	僕は君よりも背が低い。
軸	[名詞]	棒
軸	[接頭辞]	中核的な、中心的な
軸	[接尾辞]	～の中心、～の中核
軸	[略号]	<span class="inline-linzklar">筆兵集</span>【筆兵集】（アイル共和国総務省）
軸人	[名詞]	中心人物、(カードゲームの)親
軸言	[名詞]	第一言語、母語
軸律	[名詞]	憲法
軸筆	[名詞]	ペン
軸付	[名詞]	(計算機)インストラクションポインタ、実行中の命令のアドレスを示すレジスタ
軸山	[名詞]	ラツォ（アイル共和国の中央に位置する山）
国軸	[名詞]	首都、国の中心地
言軸	[名詞]	話題
銭軸	[名詞]	会社
手軸	[名詞]	指
値軸	[名詞]	(セッカイクの)点棒
心軸	[名詞]	心臓
裁軸	[名詞]	意思決定機関、(計算機の)CPU
裁軸	国論集此冠国之上端裁軸	国会はアイル共和国の最高意思決定機関である。
獣軸	[名詞]	(セッカイクの)王
骨軸倉字	[名詞]	丸ゴシック調のフォント
冠軸官行	[名詞]	アイル民族中心主義
翰	[名詞]	クヮイ（人名）
周	[前置詞]	～の近くに、～の近くで
周	[状態動詞]	～に近い
周	我家極周学処	我が家は学校にとても近い。
周此日	[時間詞]	最近、近頃
周此日	周此日果銭上行	最近、果物の値段が上がっている。
周言	[動詞]	翻訳する
周言人	[名詞]	翻訳者
周人	[名詞]	(カードゲームの)子
巻周	[動詞]	(その場で)回転する
巻周	[名詞]	(その場での)回転
星周	[動詞]	1年が経つ
言周	[動詞＋前置詞]	（人を）紹介する
言周	心汝言下周汝	自己紹介をお願いします。
言言周	[動詞]	（人を）紹介する
言言周	与我言言周我之男下輩	私の弟を紹介させてください。
行星周	[離合詞]	～歳である、～という年齢である
行星周	彼加我行終同星周	彼は私と同じ年齢である。
大遠小周	[成句]	大きな目標とは手の届かないところにあり、小さな目標はすぐ近くにあるため、身の回りの人々やことがらを大切にすることが大事であるということ。
広	[状態動詞]	広い
広別	[名詞]	縦横比、アスペクト比
広島	[名詞]	シュカメニョーイシュケ島（リナエスト・オルス共和国を構成する島の一つ）
広在	[状態動詞]	遍在している、至る所にある
御広	[動詞]	広報する、広める、広告する
裁将広	[名詞]	シワイツァ（地名）
遠	[状態動詞]	遠い
大遠小周	[成句]	大きな目標とは手の届かないところにあり、小さな目標はすぐ近くにあるため、身の回りの人々やことがらを大切にすることが大事であるということ。
助	[動詞]	手助けする、手伝う、助ける、救う
助	[節要求動詞]	～が～するのを手助けする、～が～するのを手伝う
助	我助彼学牌言	私は彼がパイグ語を学ぶのを手伝う。
助友	[名詞]	（セッカイクの役）助友
助処	[名詞]	カイッペ（アイル共和国の都市名）
受助	[動詞]	援助を受ける、支援される
受助	貧銭之国須受助	貧しい国には援助が必要だ。
民	[名詞]	人々、民衆、民
民	[略号]	<span class="inline-linzklar">筆民集</span>【筆民集】（アイル共和国民部省）
官民	[名詞]	役人と民衆、政府と民衆
官民	[名詞]	あらゆる社会階層の人々
官民迷	[主語＋動詞]	統一の規範が無く、何を採用すべきか役人も民衆も戸惑っている様子。
官民迷		何か規則や規範などの統一化を図るときに、毎回のように登場する決まり文句。
筆民集	[名詞]	（アイル共和国の）民部省
豊民島	[名詞]	フロン・ビェーイシュ島（リナエスト・オルス共和国を構成する島の一つ）
網	[名詞]	網
網別	[動詞]	濾し分ける
