之	[名詞接続詞]	（名詞の後について）～の、～のもの
之	[接尾辞]	（不完全文の後について）～する～、～な～
之噫	[名詞接続詞＋文末助詞]	～のもの
之噫		文末に置かれた <span class="inline-linzklar">之</span>【之】は文末助詞 <span class="inline-linzklar">噫</span>【噫】と同音であり区別がつかないため、「～のもの」で文を終わらせる際はその後ろにさらに文末助詞 <span class="inline-linzklar">噫</span>【噫】を置く。文字で書く際には <span class="inline-linzklar">之</span>【之】のみを書いて済ませてもよい。
之術	[接尾辞]	（動詞＋目的語の後について）～する方法
之別	[接尾辞]	～の区別、～の差異
之享	[名詞]	～のための恩恵、～にとっての利益
之享		貢献することが確定的である場合は <span class="inline-linzklar">於</span>【於】の目的語として置き、確定的ではない「～のために」は <span class="inline-linzklar">目</span>【目】や  <span class="inline-linzklar">心</span>【心】の目的語として置く。
之子	[名詞接続詞]	ガートゥ、カトゥ（人名構成要素）
之子		バート民族の名前において、2 つの人名の間に配置されて、「～の子である…」という人名を構成する。
之上	[名詞]	(～の)上のほう
之上	[場所詞]	(～の)上空
之上	[時間詞]	(～する)前に
之上	我行於山之上	私は山の上に行く。
之上	鳥機行家之上	飛行機は家の上を通り過ぎる。
之上	始口物之上須清行己手	食事をする前に手を洗うべきです。
之下時	[時間詞]	(～した)後、(～した)時
彼之	[連体詞]	あの人の
激之	[副詞]	すぐに
静之	[副詞]	音を立てずに、そっと
慥之	[副詞]	〔文章語〕真に、間違いなく、紛れもなく
四之衣	[名詞]	アパータ、アープアターク、アーパターク
四之衣		ラネーメやヴェフィスの伝統的な衣服の一つ。袖があり、四枚の布を繋いで作られる。素材は綿や麻が多い。
二之衣	[名詞]	イークアターク、イーカターク
二之衣		ラネーメやヴェフィスの伝統的な衣服の一つ。袖がなく、二枚の布を繋いで作られる。素材は綿や麻が多い。
刀之字	[名詞]	彫られた字
天之花	[名詞]	（雅語）雪
意之別字	[名詞]	歴史的には同音/類音の単語を表していた字が、単語の意味の差に基づいて複数に分化するようになったもの
心無之	[副詞]	何気なく
心善之	[副詞]	喜んで、楽しそうに
須多之	[副詞]	忙しそうに
馬虎之別	[名詞]	知る人ぞ知る、分かる人には分かる
馬虎之別		燐字を知っている者は <span class="inline-linzklar">馬</span>【馬】と <span class="inline-linzklar">虎</span>【虎】の字を容易に区別できることから、慣れていれば区別ができるが、不慣れな者には区別が難しいようなことを表す。
目為之目	[名詞]	アタツァニャタ（王の名前）
律定之国	[名詞]	法治国家
口件之囲	[名詞]	ダイニングルーム、食事室
闇戦之集	[名詞]	（セッカイクの役）闇戦之集
皇処之将	[名詞]	他人のために自分を犠牲にする人、良い上司
集意之字	[名詞]	会意文字、それぞれの構成要素の意味を合わせた文字
真綿之字	[名詞]	真に軽い音節
真綿之字		パイグ語の文法用語。中調であり末子音を持たないような音節を指し、これらの音節は基本的に機能語として振る舞う。
手刀弓之	[連体詞]	攻撃性のある
水	[名詞]	水
水筒	[名詞]	水道管
水筒	水筒在失生水	水道管が水漏れしている。
水在	[状態動詞]	（魚や果物などが）新鮮である
水金	[名詞]	水銀
水種	[名詞]	雫
水散	[名詞]	霧
水高	[名詞]	水位
水奮	[状態動詞]	悲しんでいる
水類	[名詞]	液体
水行	[動詞]	流れる
水神	[名詞]	アリノディヤ（地名）
水力	[名詞]	ヌワピユ、ヌヮピュ（人名）
口水	[離合詞]	飲む
口水	[名詞]	飲み水、飲み物
口水	我口清水	私は綺麗な水を飲む。
口水	与我口水	水をくれ。
刀水	[名詞]	ガウヌア、カウナ（アイル共和国クワケ郡の大都市）
入水	[動詞]	水に入る、沈む、(セッカイクで)入水する
入水	[名詞]	(セッカイクの)入水
入水下	[動詞]	沈没する
果水	[名詞]	フルーツジュース
檸水	[名詞]	レモンジュース	
魚水	[名詞]	魚醤
皇水	[名詞]	タンナ（地名およびセッカイク用語）
静水	[名詞]	ナナラ（行政区画名）
静水集	[名詞]	ナナラ郡（アイル共和国の郡名）
天水	[名詞]	雨
天水下	[主語＋動詞]	雨が降る
天水下	天水激之下噫	もうすぐ雨が降るよ。
無水与墨	[成句]	水不足のところに墨を贈っても、使えないどころか、むしろ失火時に燃料になってしまうことから、独り善がりなお節介によるありがた迷惑を表す。
月光水行	[成句]	月は光り、水は流れる。
山	[名詞]	山
山川	[名詞]	山川
山中集	[名詞]	スプケベス郡、シュプケベス郡（アイル共和国の郡名）
行山	[動詞]	山に行く、山登りする
行山	[名詞]	ボードゲームの一種
